"From (Date)","To (Date)","Town","Super (PMS)","Diesel (AGO)","Kerosene (IK)"
"15/01/2025","14/02/2025","Taveta","176.44","166.92","151.25"
"15/01/2025","14/02/2025","Lamu","176.88","167.37","151.69"
"15/01/2025","14/02/2025","Hola","177.18","167.68","152"
"15/01/2025","14/02/2025","Mpeketoni","176.88","167.37","151.69"
"15/01/2025","14/02/2025","Minjila","175.76","166.26","150.58"
"15/01/2025","14/02/2025","Garsen","175.87","166.35","150.68"
"15/01/2025","14/02/2025","Samburu","173.65","164.15","148.47"
"15/01/2025","14/02/2025","Taru","173.85","164.35","148.67"
"15/01/2025","14/02/2025","Mwatate","175.28","165.77","150.09"
"15/01/2025","14/02/2025","Wundanji","175.46","165.96","150.28"
"15/01/2025","14/02/2025","Kaloleni","173.5","164","148.32"
"15/01/2025","14/02/2025","Marereni","175.03","165.52","149.85"
"15/01/2025","14/02/2025","Nairobi","176.58","167.06","151.39"
"15/01/2025","14/02/2025","Thika","176.58","167.07","151.39"
"15/01/2025","14/02/2025","Machakos","176.83","167.32","151.64"
"15/01/2025","14/02/2025","Kajiado","177.03","167.51","151.83"
"15/01/2025","14/02/2025","Makuyu","176.89","167.37","151.69"
"15/01/2025","14/02/2025","Muranga","177.13","167.62","151.95"
"15/01/2025","14/02/2025","Sagana","177.38","167.86","152.18"
"15/01/2025","14/02/2025","Embu","177.76","168.24","152.57"
"15/01/2025","14/02/2025","Kerugoya","177.68","168.16","152.49"
"15/01/2025","14/02/2025","Narok","178.07","168.56","152.88"
"15/01/2025","14/02/2025","Nyeri","178.05","168.53","152.86"
"15/01/2025","14/02/2025","Namanga","178.23","168.72","153.04"
"15/01/2025","14/02/2025","Kiganjo","178.01","168.5","152.82"
"15/01/2025","14/02/2025","Chuka","178.33","168.81","153.14"
"15/01/2025","14/02/2025","Kitui","178.22","168.71","153.03"
"15/01/2025","14/02/2025","Mwingi","178.64","169.13","153.45"
"15/01/2025","14/02/2025","Nanyuki","178.65","169.14","153.46"
"15/01/2025","14/02/2025","Nkubu","179.7","170.18","154.5"
"15/01/2025","14/02/2025","Mtito Andei","179.2","169.68","154"
"15/01/2025","14/02/2025","Meru","179.9","170.39","154.71"
"15/01/2025","14/02/2025","Isiolo","179.74","170.24","154.56"
"15/01/2025","14/02/2025","Maua","180.39","170.88","155.2"
"15/01/2025","14/02/2025","Garissa","181.05","171.54","155.87"
"15/01/2025","14/02/2025","Marsabit","185.01","175.49","159.82"
"15/01/2025","14/02/2025","Liboi","184.02","174.51","158.84"
"15/01/2025","14/02/2025","Moyale","186.7","177.2","161.52"
"15/01/2025","14/02/2025","Sololo","185.69","176.18","160.5"
"15/01/2025","14/02/2025","Habaswein","183.94","174.43","158.76"
"15/01/2025","14/02/2025","Dadaab","182.54","173.02","157.35"
"15/01/2025","14/02/2025","Tarbaj","186.35","176.85","161.17"
"15/01/2025","14/02/2025","Elwak","188.08","178.57","162.89"
"15/01/2025","14/02/2025","Wajir","186.53","177.01","161.33"
"15/01/2025","14/02/2025","Modogashe","184.09","174.58","158.91"
"15/01/2025","14/02/2025","Mandera","190.59","181.07","165.39"
"15/01/2025","14/02/2025","Matuu","177.54","168.02","152.35"
"15/01/2025","14/02/2025","Merti","182.32","172.8","157.12"
"15/01/2025","14/02/2025","Oldonyiro","179.1","169.59","153.92"
"15/01/2025","14/02/2025","Eldas","188.43","178.92","163.24"
"15/01/2025","14/02/2025","Bute","185.25","175.74","160.06"
"15/01/2025","14/02/2025","Hadado","183.73","174.22","158.55"
"15/01/2025","14/02/2025","Mai Mahiu","176.7","167.19","151.52"
"15/01/2025","14/02/2025","Doldo","179.47","169.96","154.28"
"15/01/2025","14/02/2025","Lamuria","178.52","169.01","153.34"
"15/01/2025","14/02/2025","Sipili","179.45","169.94","154.27"
"15/01/2025","14/02/2025","Marimanti","179.06","169.54","153.86"
"15/01/2025","14/02/2025","Mutuobare","178.35","168.83","153.15"
"15/01/2025","14/02/2025","North Horr","186.04","176.53","160.85"
"15/01/2025","14/02/2025","Maikona","184.56","175.04","159.36"
"15/01/2025","14/02/2025","Kalacha","185.14","175.62","159.95"
"15/01/2025","14/02/2025","Loyangalani","185.21","175.69","160.02"
"15/01/2025","14/02/2025","Turbi","185","175.48","159.81"
"15/01/2025","14/02/2025","Laisamis","181.99","172.49","156.81"
"15/01/2025","14/02/2025","Merille","181.68","172.16","156.48"
"15/01/2025","14/02/2025","Korr","183.01","173.5","157.82"
"15/01/2025","14/02/2025","Nakuru","175.8","166.63","151.01"
"15/01/2025","14/02/2025","Gilgil","175.76","166.59","150.96"
"15/01/2025","14/02/2025","Mogotio","175.75","166.57","150.95"
"15/01/2025","14/02/2025","Molo","175.84","166.67","151.04"
"15/01/2025","14/02/2025","Olenguruone","176.6","167.42","151.8"
"15/01/2025","14/02/2025","Londiani","176.08","166.91","151.29"
"15/01/2025","14/02/2025","Nyahururu","176.07","166.9","151.26"
"15/01/2025","14/02/2025","Archers Post","179.28","170.1","154.48"
"15/01/2025","14/02/2025","Lodosoit","180.46","171.28","155.66"
"15/01/2025","14/02/2025","Naivasha","176.16","166.98","151.36"
"15/01/2025","14/02/2025","Marigat","176.59","167.41","151.79"
"15/01/2025","14/02/2025","Kabarnet","177.11","167.94","152.31"
"15/01/2025","14/02/2025","Maralal","178.28","169.1","153.48"
"15/01/2025","14/02/2025","Wamba","179.18","170.01","154.38"
"15/01/2025","14/02/2025","Rumuruti","176.66","167.48","151.86"
"15/01/2025","14/02/2025","Eldoret","176.62","167.45","151.82"
"15/01/2025","14/02/2025","Kiplombe","176.62","167.45","151.82"
"15/01/2025","14/02/2025","Iten","176.62","167.45","151.82"
"15/01/2025","14/02/2025","Naiberi","176.62","167.45","151.82"
"15/01/2025","14/02/2025","Kesses","176.62","167.45","151.82"
"15/01/2025","14/02/2025","Kapsabet","176.64","167.47","151.84"
"15/01/2025","14/02/2025","Webuye","177.09","167.91","152.28"
"15/01/2025","14/02/2025","Kitale","177.02","167.84","152.22"
"15/01/2025","14/02/2025","Kapenguria","177.7","168.52","152.9"
"15/01/2025","14/02/2025","Bungoma","177.45","168.27","152.64"
"15/12/2024","14/01/2025","Lokiriama","181.56","170.68","154.05"
"15/12/2024","14/01/2025","Kainuk","178.56","167.67","151.05"
"15/12/2024","14/01/2025","Kacheliba","177.84","166.95","150.33"
"15/12/2024","14/01/2025","Kiwawa","178.49","167.6","150.98"
"15/12/2024","14/01/2025","Ortum","178.05","167.16","150.54"
"15/12/2024","14/01/2025","Kachibora","176.75","165.87","149.24"
"15/12/2024","14/01/2025","Kwanza","177.51","166.64","150"
"15/12/2024","14/01/2025","Kaplamai","176.78","165.9","149.27"
"15/12/2024","14/01/2025","Eldama Ravine","177.22","166.34","149.71"
"15/12/2024","14/01/2025","Tenges","177.38","166.5","149.87"
"15/12/2024","14/01/2025","Barwessa","177.5","166.62","149.99"
"15/12/2024","14/01/2025","Kipsaraman","178.48","167.59","150.97"
"15/12/2024","14/01/2025","Loruk","178.34","167.45","150.83"
"15/12/2024","14/01/2025","Kabartonjo","177.22","166.34","149.71"
"15/12/2024","14/01/2025","Tindiret","177.29","166.41","149.78"
"15/12/2024","14/01/2025","O'lessos","176.4","165.52","148.89"
"15/12/2024","14/01/2025","Kobujoi","176.83","165.95","149.33"
"15/12/2024","14/01/2025","Serem","176.92","166.04","149.41"
"15/12/2024","14/01/2025","Kabiyet","176.33","165.45","148.82"
"15/12/2024","14/01/2025","Cheptulu","176.8","165.91","149.28"
"15/12/2024","14/01/2025","Songor","177.38","166.5","149.87"
"15/12/2024","14/01/2025","Kapcherop","176.99","166.1","149.48"
"15/12/2024","14/01/2025","Sambalat","177.72","166.85","150.21"
"15/12/2024","14/01/2025","Arror","177.35","166.46","149.84"
"15/12/2024","14/01/2025","Tot","177.57","166.69","150.06"
"15/12/2024","14/01/2025","Kaptarakwa","176.54","165.66","149.03"
"15/12/2024","14/01/2025","Kapese","179.71","168.83","152.2"
"15/12/2024","14/01/2025","Kalemngorok","179.06","168.17","151.55"
"15/12/2024","14/01/2025","Marich","177.96","167.08","150.46"
"15/12/2024","14/01/2025","Alale","178.49","167.6","150.98"
"15/12/2024","14/01/2025","Kunyao","178.13","167.24","150.62"
"15/12/2024","14/01/2025","Asilong","177.68","166.8","150.18"
"15/12/2024","14/01/2025","Orolwo","177.72","166.85","150.21"
"15/12/2024","14/01/2025","Sebit","177.67","166.79","150.16"
"15/12/2024","14/01/2025","Morpus","177.57","166.69","150.06"
"15/12/2024","14/01/2025","Chepkorniswo","177.45","166.57","149.93"
"15/12/2024","14/01/2025","Kaibichbich","177.39","166.51","149.89"
"15/12/2024","14/01/2025","Keringet","177.1","166.22","149.59"
"15/12/2024","14/01/2025","Kisumu","176.33","165.44","148.82"
"15/12/2024","14/01/2025","Sondu","176.44","165.56","148.93"
"15/12/2024","14/01/2025","Oyugis","176.96","166.07","149.45"
"15/12/2024","14/01/2025","Kakamega","176.38","165.5","148.88"
"15/12/2024","14/01/2025","Mumias","176.68","165.79","149.17"
"15/12/2024","14/01/2025","Bondo","176.55","165.68","149.04"
"15/12/2024","14/01/2025","Siaya","176.69","165.8","149.18"
"15/12/2024","14/01/2025","Kericho","176.88","165.99","149.37"
"15/12/2024","14/01/2025","Nyamira","176.95","166.06","149.44"
"15/12/2024","14/01/2025","Kisii","177.27","166.39","149.77"
"15/12/2024","14/01/2025","Sotik","177.09","166.21","149.59"
"15/12/2024","14/01/2025","Keroka","177.28","166.41","149.78"
"15/12/2024","14/01/2025","Busia","177.26","166.38","149.75"
"15/12/2024","14/01/2025","Homabay","177.2","166.32","149.7"
"15/12/2024","14/01/2025","Migori","178.12","167.24","150.62"
"15/12/2024","14/01/2025","Isebania","178.43","167.54","150.92"
"15/12/2024","14/01/2025","Bomet","177.53","166.64","150.02"
"15/12/2024","14/01/2025","Muhoroni","176.58","165.69","149.06"
"15/12/2024","14/01/2025","Mbita","177.19","166.31","149.68"
"15/12/2024","14/01/2025","Mbale","176.33","165.44","148.82"
"15/12/2024","14/01/2025","Etago","177.89","167","150.38"
"15/12/2024","14/01/2025","Magenche","178","167.11","150.49"
"15/12/2024","14/01/2025","Kilgoris","177.82","166.94","150.31"
"15/12/2024","14/01/2025","Malava","176.72","165.84","149.21"
"15/12/2024","14/01/2025","Lugari","177.13","166.26","149.63"
"15/12/2024","14/01/2025","Rodi Kopany","177.27","166.39","149.77"
"15/12/2024","14/01/2025","Ndhiwa","177.56","166.68","150.06"
"15/12/2024","14/01/2025","Rangwe","177.26","166.38","149.75"
"15/12/2024","14/01/2025","Sindo","177.27","166.39","149.77"
"15/12/2024","14/01/2025","Awasi","176.29","165.41","148.79"
"15/12/2024","14/01/2025","Ahero","176.33","165.44","148.82"
"15/12/2024","14/01/2025","Ugunja","176.78","165.91","149.28"
"15/12/2024","14/01/2025","Asembo","176.41","165.54","148.9"
"15/12/2024","14/01/2025","Usenge","176.92","166.05","149.42"
"15/12/2024","14/01/2025","Harambee","176.37","165.49","148.87"
"15/12/2024","14/01/2025","Muhuru Bay","178.28","167.39","150.77"
"15/12/2024","14/01/2025","Kehancha","178.52","167.65","151.01"
"15/12/2024","14/01/2025","Ntimaru","178.86","167.97","151.35"
"15/12/2024","14/01/2025","Rongo","177.54","166.66","150.03"
"15/12/2024","14/01/2025","Kaspokwony","177.49","166.62","149.99"
"15/12/2024","14/01/2025","Chwele","177.44","166.56","149.93"
"15/12/2024","14/01/2025","Kimilili","177.35","166.48","149.85"
"15/12/2024","14/01/2025","Nambale","177.26","166.38","149.75"
"15/12/2024","14/01/2025","SioPort","177.25","166.36","149.74"
"15/12/2024","14/01/2025","Port Bunyala","177.31","166.42","149.8"
"15/12/2024","14/01/2025","Funyula","177.11","166.22","149.6"
"15/12/2024","14/01/2025","Ogembo","177.44","166.56","149.93"
"15/12/2024","14/01/2025","Nyangusu","177.72","166.84","150.21"
"15/12/2024","14/01/2025","Sengera","177.63","166.75","150.13"
"15/12/2024","14/01/2025","Keumbu","177.34","166.46","149.84"
"15/12/2024","14/01/2025","Marani","177.03","166.14","149.52"
"15/12/2024","14/01/2025","Kerina","177.41","166.53","149.91"
"15/12/2024","14/01/2025","Ikonge","176.72","165.84","149.21"
"15/12/2024","14/01/2025","Nyansiongo","177.15","166.27","149.64"
"15/12/2024","14/01/2025","Mombasa","173.05","161.82","145.15"
"15/12/2024","14/01/2025","Kilifi","173.81","162.59","145.92"
"15/12/2024","14/01/2025","Likoni Mainland","173.43","162.21","145.54"
"15/12/2024","14/01/2025","Kwale","173.43","162.21","145.54"
"15/12/2024","14/01/2025","Malindi","174.03","162.81","146.14"
"15/12/2024","14/01/2025","Lungalunga","174.2","162.97","146.3"
"15/12/2024","14/01/2025","Voi","174.64","163.41","146.73"
"15/12/2024","14/01/2025","Taveta","176.15","164.92","148.25"
"15/12/2024","14/01/2025","Lamu","176.59","165.37","148.69"
"15/12/2024","14/01/2025","Hola","176.9","165.68","149"
"15/12/2024","14/01/2025","Mpeketoni","176.59","165.37","148.69"
"15/12/2024","14/01/2025","Minjila","175.48","164.26","147.58"
"15/12/2024","14/01/2025","Garsen","175.58","164.35","147.68"
"15/12/2024","14/01/2025","Samburu","173.37","162.15","145.47"
"15/12/2024","14/01/2025","Taru","173.56","162.35","145.67"
"15/12/2024","14/01/2025","Mwatate","175","163.77","147.09"
"15/12/2024","14/01/2025","Wundanji","175.17","163.96","147.28"
"15/12/2024","14/01/2025","Kaloleni","173.21","162","145.32"
"15/12/2024","14/01/2025","Marereni","174.74","163.52","146.85"
"15/12/2024","14/01/2025","Nairobi","176.29","165.06","148.39"
"15/12/2024","14/01/2025","Thika","176.29","165.07","148.39"
"15/12/2024","14/01/2025","Machakos","176.54","165.32","148.64"
"15/12/2024","14/01/2025","Kajiado","176.74","165.51","148.83"
"15/12/2024","14/01/2025","Makuyu","176.6","165.37","148.69"
"15/12/2024","14/01/2025","Muranga","176.84","165.62","148.95"
"15/12/2024","14/01/2025","Sagana","177.07","165.86","149.18"
"15/12/2024","14/01/2025","Embu","177.47","166.24","149.57"
"15/12/2024","14/01/2025","Kerugoya","177.39","166.16","149.49"
"15/12/2024","14/01/2025","Narok","177.77","166.56","149.88"
"15/12/2024","14/01/2025","Nyeri","177.76","166.53","149.86"
"15/12/2024","14/01/2025","Namanga","177.94","166.72","150.04"
"15/12/2024","14/01/2025","Kiganjo","177.72","166.5","149.82"
"15/12/2024","14/01/2025","Chuka","178.04","166.81","150.14"
"15/12/2024","14/01/2025","Kitui","177.93","166.71","150.03"
"15/12/2024","14/01/2025","Mwingi","178.34","167.13","150.45"
"15/12/2024","14/01/2025","Nanyuki","178.36","167.14","150.46"
"15/12/2024","14/01/2025","Nkubu","179.39","168.18","151.5"
"15/12/2024","14/01/2025","Mtito Andei","178.9","167.68","151"
"15/12/2024","14/01/2025","Meru","179.6","168.39","151.71"
"15/12/2024","14/01/2025","Isiolo","179.45","168.24","151.56"
"15/12/2024","14/01/2025","Maua","180.09","168.88","152.2"
"15/12/2024","14/01/2025","Garissa","180.76","169.54","152.87"
"15/12/2024","14/01/2025","Marsabit","184.72","173.49","156.82"
"15/12/2024","14/01/2025","Liboi","183.73","172.51","155.84"
"15/12/2024","14/01/2025","Moyale","186.41","175.2","158.52"
"15/12/2024","14/01/2025","Sololo","185.4","174.18","157.5"
"15/12/2024","14/01/2025","Habaswein","183.65","172.43","155.76"
"15/12/2024","14/01/2025","Dadaab","182.25","171.02","154.35"
"15/12/2024","14/01/2025","Tarbaj","186.06","174.85","158.17"
"15/12/2024","14/01/2025","Elwak","187.79","176.57","159.89"
"15/12/2024","14/01/2025","Wajir","186.24","175.01","158.33"
"15/12/2024","14/01/2025","Modogashe","183.8","172.58","155.91"
"15/12/2024","14/01/2025","Mandera","190.29","179.07","162.39"
"15/12/2024","14/01/2025","Matuu","177.25","166.02","149.35"
"15/12/2024","14/01/2025","Merti","182.03","170.8","154.12"
"15/12/2024","14/01/2025","Oldonyiro","178.81","167.59","150.92"
"15/12/2024","14/01/2025","Eldas","188.14","176.92","160.24"
"15/12/2024","14/01/2025","Bute","184.95","173.74","157.06"
"15/12/2024","14/01/2025","Hadado","183.44","172.22","155.55"
"15/12/2024","14/01/2025","Mai Mahiu","176.41","165.19","148.52"
"15/12/2024","14/01/2025","Doldo","179.17","167.96","151.28"
"15/12/2024","14/01/2025","Lamuria","178.23","167.01","150.34"
"15/12/2024","14/01/2025","Sipili","179.16","167.94","151.27"
"15/12/2024","14/01/2025","Marimanti","178.76","167.54","150.86"
"15/12/2024","14/01/2025","Mutuobare","178.05","166.83","150.15"
"15/12/2024","14/01/2025","North Horr","185.75","174.53","157.85"
"15/12/2024","14/01/2025","Maikona","184.27","173.04","156.36"
"15/12/2024","14/01/2025","Kalacha","184.85","173.62","156.95"
"15/12/2024","14/01/2025","Loyangalani","184.92","173.69","157.02"
"15/12/2024","14/01/2025","Turbi","184.71","173.48","156.81"
"15/12/2024","14/01/2025","Laisamis","181.7","170.49","153.81"
"15/12/2024","14/01/2025","Merille","181.39","170.16","153.48"
"15/12/2024","14/01/2025","Korr","182.72","171.5","154.82"
"15/12/2024","14/01/2025","Nakuru","175.51","164.63","148.01"
"15/12/2024","14/01/2025","Gilgil","175.47","164.59","147.96"
"15/12/2024","14/01/2025","Mogotio","175.46","164.57","147.95"
"15/12/2024","14/01/2025","Molo","175.55","164.67","148.04"
"15/12/2024","14/01/2025","Olenguruone","176.31","165.42","148.8"
"15/12/2024","14/01/2025","Londiani","175.79","164.91","148.29"
"15/12/2024","14/01/2025","Nyahururu","175.78","164.9","148.26"
"15/12/2024","14/01/2025","Archers Post","178.99","168.1","151.48"
"15/12/2024","14/01/2025","Lodosoit","180.17","169.28","152.66"
"15/12/2024","14/01/2025","Naivasha","175.86","164.98","148.36"
"15/12/2024","14/01/2025","Marigat","176.3","165.41","148.79"
"15/12/2024","14/01/2025","Kabarnet","176.82","165.94","149.31"
"15/12/2024","14/01/2025","Maralal","177.99","167.1","150.48"
"15/12/2024","14/01/2025","Wamba","178.88","168.01","151.38"
"15/12/2024","14/01/2025","Rumuruti","176.37","165.48","148.86"
"15/12/2024","14/01/2025","Eldoret","176.33","165.45","148.82"
"15/12/2024","14/01/2025","Kiplombe","176.33","165.45","148.82"
"15/12/2024","14/01/2025","Iten","176.33","165.45","148.82"
"15/12/2024","14/01/2025","Naiberi","176.33","165.45","148.82"
"15/12/2024","14/01/2025","Kesses","176.33","165.45","148.82"
"15/12/2024","14/01/2025","Kapsabet","176.34","165.47","148.84"
"15/12/2024","14/01/2025","Webuye","176.8","165.91","149.28"
"15/12/2024","14/01/2025","Kitale","176.73","165.84","149.22"
"15/12/2024","14/01/2025","Kapenguria","177.4","166.52","149.9"
"15/12/2024","14/01/2025","Bungoma","177.16","166.27","149.64"
"15/12/2024","14/01/2025","Moiben","176.34","165.47","148.84"
"15/12/2024","14/01/2025","Matunda","176.32","165.44","148.81"
"15/12/2024","14/01/2025","Burnt Forest","176.27","165.4","148.77"
"15/12/2024","14/01/2025","Tambach","176.38","165.49","148.87"
"15/12/2024","14/01/2025","Kapsowar","176.88","165.99","149.37"
"15/12/2024","14/01/2025","Chebara","176.75","165.87","149.24"
"15/12/2024","14/01/2025","Kimwarer","176.67","165.79","149.16"
"15/12/2024","14/01/2025","Timboroa","176.59","165.7","149.08"
"15/12/2024","14/01/2025","Nandi Hills","176.54","165.66","149.03"
"15/12/2024","14/01/2025","Kaiboi","176.39","165.51","148.88"
"15/12/2024","14/01/2025","Kiminini","176.92","166.04","149.41"
"15/12/2024","14/01/2025","Endebes","177.29","166.41","149.78"
"15/12/2024","14/01/2025","Saboti","176.95","166.06","149.44"
"15/12/2024","14/01/2025","Chepareria","177.63","166.74","150.12"
"15/12/2024","14/01/2025","Lomut","179.36","168.48","151.86"
"15/12/2024","14/01/2025","Burgich","178.07","167.18","150.56"
"15/12/2024","14/01/2025","Sigor","178.21","167.32","150.7"
"15/12/2024","14/01/2025","Lodwar","180.82","169.94","153.31"
"15/12/2024","14/01/2025","Kakuma","182.53","171.65","155.03"
"15/12/2024","14/01/2025","Lokichar","179.75","168.87","152.24"
"15/12/2024","14/01/2025","Kalokol","181.64","170.76","154.13"
"15/12/2024","14/01/2025","Lokori","180.14","169.26","152.64"
"15/12/2024","14/01/2025","Lokitaung","184.74","173.85","157.23"
"15/12/2024","14/01/2025","Kapedo","179.36","168.48","151.86"
"15/12/2024","14/01/2025","Malaba","177.58","166.71","150.07"
"15/12/2024","14/01/2025","Lokichogio","183.81","172.93","156.3"
"15/12/2024","14/01/2025","Ziwa","176.54","165.66","149.03"
"15/12/2024","14/01/2025","Soy","176.33","165.45","148.82"
"15/12/2024","14/01/2025","Moi's Bridge","176.4","165.52","148.89"
"15/12/2024","14/01/2025","Turbo","176.27","165.4","148.77"
"15/12/2024","14/01/2025","Kibish","184.99","174.11","157.49"
"15/12/2024","14/01/2025","Nakalale","183.72","172.84","156.22"
"15/12/2024","14/01/2025","Loima","179.88","168.99","152.37"
"15/11/2024","14/12/2024","Sebit","182.03","169.79","153.16"
"15/11/2024","14/12/2024","Morpus","181.92","169.69","153.06"
"15/11/2024","14/12/2024","Chepkorniswo","181.8","169.57","152.93"
"15/11/2024","14/12/2024","Kaibichbich","181.75","169.51","152.89"
"15/11/2024","14/12/2024","Keringet","181.45","169.22","152.59"
"15/11/2024","14/12/2024","Kisumu","180.68","168.44","151.82"
"15/11/2024","14/12/2024","Sondu","180.8","168.56","151.93"
"15/11/2024","14/12/2024","Oyugis","181.31","169.07","152.45"
"15/11/2024","14/12/2024","Kakamega","180.74","168.5","151.88"
"15/11/2024","14/12/2024","Mumias","181.03","168.79","152.17"
"15/11/2024","14/12/2024","Bondo","180.91","168.68","152.04"
"15/11/2024","14/12/2024","Siaya","181.04","168.8","152.18"
"15/11/2024","14/12/2024","Kericho","181.23","168.99","152.37"
"15/11/2024","14/12/2024","Nyamira","181.3","169.06","152.44"
"15/11/2024","14/12/2024","Kisii","181.63","169.39","152.77"
"15/11/2024","14/12/2024","Sotik","181.45","169.21","152.59"
"15/11/2024","14/12/2024","Keroka","181.64","169.41","152.78"
"15/11/2024","14/12/2024","Busia","181.61","169.38","152.75"
"15/11/2024","14/12/2024","Homabay","181.56","169.32","152.7"
"15/11/2024","14/12/2024","Migori","182.48","170.24","153.62"
"15/11/2024","14/12/2024","Isebania","182.78","170.54","153.92"
"15/11/2024","14/12/2024","Bomet","181.88","169.64","153.02"
"15/11/2024","14/12/2024","Muhoroni","180.93","168.69","152.06"
"15/11/2024","14/12/2024","Mbita","181.54","169.31","152.68"
"15/11/2024","14/12/2024","Mbale","180.68","168.44","151.82"
"15/11/2024","14/12/2024","Etago","182.24","170","153.38"
"15/11/2024","14/12/2024","Magenche","182.35","170.11","153.49"
"15/11/2024","14/12/2024","Kilgoris","182.17","169.94","153.31"
"15/11/2024","14/12/2024","Malava","181.08","168.84","152.21"
"15/11/2024","14/12/2024","Lugari","181.49","169.26","152.63"
"15/11/2024","14/12/2024","Rodi Kopany","181.63","169.39","152.77"
"15/11/2024","14/12/2024","Ndhiwa","181.92","169.68","153.06"
"15/11/2024","14/12/2024","Rangwe","181.61","169.38","152.75"
"15/11/2024","14/12/2024","Sindo","181.63","169.39","152.77"
"15/11/2024","14/12/2024","Awasi","180.65","168.41","151.79"
"15/11/2024","14/12/2024","Ahero","180.68","168.44","151.82"
"15/11/2024","14/12/2024","Ugunja","181.15","168.91","152.28"
"15/11/2024","14/12/2024","Asembo","180.76","168.54","151.9"
"15/11/2024","14/12/2024","Usenge","181.28","169.05","152.42"
"15/11/2024","14/12/2024","Harambee","180.73","168.49","151.87"
"15/11/2024","14/12/2024","Muhuru Bay","182.63","170.39","153.77"
"15/11/2024","14/12/2024","Kehancha","182.87","170.65","154.01"
"15/11/2024","14/12/2024","Ntimaru","183.21","170.97","154.35"
"15/11/2024","14/12/2024","Rongo","181.89","169.66","153.03"
"15/11/2024","14/12/2024","Kaspokwony","181.85","169.62","152.99"
"15/11/2024","14/12/2024","Chwele","181.8","169.56","152.93"
"15/11/2024","14/12/2024","Kimilili","181.71","169.48","152.85"
"15/11/2024","14/12/2024","Nambale","181.61","169.38","152.75"
"15/11/2024","14/12/2024","SioPort","181.6","169.36","152.74"
"15/11/2024","14/12/2024","Port Bunyala","181.66","169.42","152.8"
"15/11/2024","14/12/2024","Funyula","181.46","169.22","152.6"
"15/11/2024","14/12/2024","Ogembo","181.8","169.56","152.93"
"15/11/2024","14/12/2024","Nyangusu","182.07","169.84","153.21"
"15/11/2024","14/12/2024","Sengera","181.99","169.75","153.13"
"15/11/2024","14/12/2024","Keumbu","181.7","169.46","152.84"
"15/11/2024","14/12/2024","Marani","181.38","169.14","152.52"
"15/11/2024","14/12/2024","Kerina","181.77","169.53","152.91"
"15/11/2024","14/12/2024","Ikonge","181.08","168.84","152.21"
"15/11/2024","14/12/2024","Nyansiongo","181.5","169.27","152.64"
"15/11/2024","14/12/2024","Mombasa","177.42","164.82","148.15"
"15/11/2024","14/12/2024","Kilifi","178.19","165.59","148.92"
"15/11/2024","14/12/2024","Likoni Mainland","177.8","165.21","148.54"
"15/11/2024","14/12/2024","Kwale","177.8","165.21","148.54"
"15/11/2024","14/12/2024","Malindi","178.41","165.81","149.14"
"15/11/2024","14/12/2024","Lungalunga","178.57","165.97","149.3"
"15/11/2024","14/12/2024","Voi","179.01","166.41","149.73"
"15/11/2024","14/12/2024","Taveta","180.52","167.92","151.25"
"15/11/2024","14/12/2024","Lamu","180.97","168.37","151.69"
"15/11/2024","14/12/2024","Hola","181.27","168.68","152"
"15/11/2024","14/12/2024","Mpeketoni","180.97","168.37","151.69"
"15/11/2024","14/12/2024","Minjila","179.86","167.26","150.58"
"15/11/2024","14/12/2024","Garsen","179.95","167.35","150.68"
"15/11/2024","14/12/2024","Samburu","177.75","165.15","148.47"
"15/11/2024","14/12/2024","Taru","177.94","165.35","148.67"
"15/11/2024","14/12/2024","Mwatate","179.37","166.77","150.09"
"15/11/2024","14/12/2024","Wundanji","179.55","166.96","150.28"
"15/11/2024","14/12/2024","Kaloleni","177.6","165","148.32"
"15/11/2024","14/12/2024","Marereni","179.12","166.52","149.85"
"15/11/2024","14/12/2024","Nairobi","180.66","168.06","151.39"
"15/11/2024","14/12/2024","Thika","180.66","168.07","151.39"
"15/11/2024","14/12/2024","Machakos","180.91","168.32","151.64"
"15/11/2024","14/12/2024","Kajiado","181.11","168.51","151.83"
"15/11/2024","14/12/2024","Makuyu","180.97","168.37","151.69"
"15/11/2024","14/12/2024","Muranga","181.22","168.62","151.95"
"15/11/2024","14/12/2024","Sagana","181.46","168.86","152.18"
"15/11/2024","14/12/2024","Embu","181.84","169.24","152.57"
"15/11/2024","14/12/2024","Kerugoya","181.76","169.16","152.49"
"15/11/2024","14/12/2024","Narok","182.15","169.56","152.88"
"15/11/2024","14/12/2024","Nyeri","182.13","169.53","152.86"
"15/11/2024","14/12/2024","Namanga","182.32","169.72","153.04"
"15/11/2024","14/12/2024","Kiganjo","182.1","169.5","152.82"
"15/11/2024","14/12/2024","Chuka","182.41","169.81","153.14"
"15/11/2024","14/12/2024","Kitui","182.31","169.71","153.03"
"15/11/2024","14/12/2024","Mwingi","182.72","170.13","153.45"
"15/11/2024","14/12/2024","Nanyuki","182.73","170.14","153.46"
"15/11/2024","14/12/2024","Nkubu","183.78","171.18","154.5"
"15/11/2024","14/12/2024","Mtito Andei","183.28","170.68","154"
"15/11/2024","14/12/2024","Meru","183.99","171.39","154.71"
"15/11/2024","14/12/2024","Isiolo","183.83","171.24","154.56"
"15/11/2024","14/12/2024","Maua","184.47","171.88","155.2"
"15/11/2024","14/12/2024","Garissa","185.14","172.54","155.87"
